1,136.470001
2,136.789993
3,135.259995
4,134.160004
5,135.889999
6,133.600006
7,133.5
8,133.5
9,133.070007
10,133.449997
11,134.100006
12,134.699997
13,134.100006
14,134.490005
15,132.600006
16,132.240005
17,130.979996
18,131.240005
19,133.220001
20,132.25
21,130.169998
22,131.580002
23,132.679993
24,131.630005
25,130
26,129.380005
27,127.309998
28,128.100006
29,128.229996
30,128.410004
31,128.039993
32,127.489998
33,125.610001
34,124.349998
35,124.82
36,123.550003
37,120.980003
38,118.860001
39,117.550003
40,116.029999
41,116.599998
42,117
43,118.190002
44,116.959999
45,117
46,118.860001
47,118.919998
48,119.5
49,119.849998
50,120.900002